# GT/MT combo	# dups	# losses	Total score
GT-6553 to MT-0	9	2	11
GT-6554 to MT-0	0	3	3
GT-6555 to MT-0	6	7	13
GT-6556 to MT-0	2	6	8
GT-6557 to MT-0	1	7	8
GT-6558 to MT-0	2	7	9
GT-6559 to MT-0	1	0	1
GT-6560 to MT-0	1	5	6
GT-6561 to MT-0	1	1	2
GT-6562 to MT-0	2	7	9
GT-6563 to MT-0	2	2	4
GT-6565 to MT-0	1	5	6
GT-6566 to MT-0	6	11	17
GT-6567 to MT-0	2	3	5
GT-6568 to MT-0	2	6	8
GT-6569 to MT-0	4	3	7
GT-6570 to MT-0	0	3	3
GT-6571 to MT-0	0	3	3
GT-6572 to MT-0	0	3	3
GT-6573 to MT-0	3	7	10
GT-6574 to MT-0	3	7	10
GT-6575 to MT-0	1	2	3
GT-6576 to MT-0	1	3	4
GT-6577 to MT-0	6	8	14
GT-6578 to MT-0	2	7	9
GT-6579 to MT-0	3	4	7
GT-6580 to MT-0	0	0	0
GT-6581 to MT-0	4	3	7
GT-6582 to MT-0	3	6	9
GT-6583 to MT-0	3	4	7
GT-6584 to MT-0	2	7	9
GT-6585 to MT-0	2	6	8
GT-6586 to MT-0	0	2	2
GT-6588 to MT-0	8	5	13
GT-6589 to MT-0	3	8	11
GT-6590 to MT-0	6	6	12
GT-6591 to MT-0	0	2	2
GT-6592 to MT-0	2	1	3
GT-6593 to MT-0	0	1	1
GT-6594 to MT-0	4	9	13
GT-6595 to MT-0	1	3	4
GT-6596 to MT-0	1	5	6
GT-6597 to MT-0	3	4	7
GT-6598 to MT-0	4	5	9
GT-6599 to MT-0	3	5	8
GT-6600 to MT-0	0	3	3
GT-6601 to MT-0	3	9	12
GT-6602 to MT-0	1	2	3
GT-6603 to MT-0	4	3	7
GT-6604 to MT-0	4	3	7
GT-6605 to MT-0	1	3	4
GT-6606 to MT-0	5	15	20
GT-6607 to MT-0	3	5	8
GT-6608 to MT-0	3	5	8
GT-6609 to MT-0	1	6	7
GT-6610 to MT-0	2	9	11
GT-6611 to MT-0	0	3	3
GT-6612 to MT-0	0	3	3
GT-6613 to MT-0	1	1	2
GT-6614 to MT-0	2	6	8
GT-6615 to MT-0	2	1	3
GT-6616 to MT-0	5	5	10
GT-6617 to MT-0	2	5	7
GT-6619 to MT-0	2	1	3
GT-6620 to MT-0	1	6	7
GT-6621 to MT-0	2	5	7
GT-6622 to MT-0	3	8	11
GT-6623 to MT-0	3	7	10
GT-6624 to MT-0	0	3	3
GT-6625 to MT-0	2	1	3
GT-6626 to MT-0	3	8	11
GT-6627 to MT-0	0	3	3
GT-6628 to MT-0	1	2	3
GT-6629 to MT-0	1	5	6
GT-6630 to MT-0	1	4	5
GT-6631 to MT-0	4	3	7
GT-6632 to MT-0	4	10	14
GT-6633 to MT-0	0	3	3
GT-6634 to MT-0	4	7	11
GT-6635 to MT-0	5	11	16
GT-6636 to MT-0	2	5	7
GT-6637 to MT-0	2	2	4
GT-6638 to MT-0	3	4	7
GT-6639 to MT-0	1	6	7
GT-6640 to MT-0	1	4	5
GT-6641 to MT-0	2	6	8
GT-6642 to MT-0	2	1	3
GT-6643 to MT-0	0	3	3
GT-6644 to MT-0	1	2	3
GT-6645 to MT-0	0	3	3
GT-6646 to MT-0	1	0	1
GT-6647 to MT-0	1	2	3
GT-6648 to MT-0	2	10	12
GT-6649 to MT-0	6	4	10
GT-6650 to MT-0	3	7	10
GT-6651 to MT-0	4	13	17
GT-6652 to MT-0	1	3	4
GT-6653 to MT-0	0	2	2
GT-6654 to MT-0	3	0	3
GT-6655 to MT-0	9	4	13
GT-6656 to MT-0	1	4	5
GT-6657 to MT-0	10	10	20
GT-6658 to MT-0	1	5	6
GT-6659 to MT-0	0	0	0
GT-6660 to MT-0	1	4	5
GT-6661 to MT-0	1	5	6
GT-6662 to MT-0	1	4	5
GT-6663 to MT-0	12	5	17
GT-6664 to MT-0	2	4	6
GT-6665 to MT-0	2	2	4
GT-6666 to MT-0	4	4	8
GT-6667 to MT-0	1	7	8
GT-6668 to MT-0	0	2	2
GT-6669 to MT-0	3	3	6
GT-6670 to MT-0	0	2	2
GT-6671 to MT-0	2	8	10
GT-6672 to MT-0	3	4	7
GT-6673 to MT-0	2	5	7
GT-6674 to MT-0	1	6	7
GT-6675 to MT-0	3	10	13
GT-6676 to MT-0	3	2	5
GT-6677 to MT-0	2	6	8
GT-6678 to MT-0	1	3	4
GT-6679 to MT-0	1	3	4
GT-6680 to MT-0	5	4	9
GT-6681 to MT-0	2	4	6
GT-6682 to MT-0	2	7	9
GT-6683 to MT-0	4	6	10
GT-6684 to MT-0	5	5	10
GT-6685 to MT-0	0	3	3
GT-6686 to MT-0	3	0	3
GT-6687 to MT-0	4	14	18
GT-6688 to MT-0	1	7	8
GT-6690 to MT-0	1	2	3
GT-6691 to MT-0	1	5	6
GT-6692 to MT-0	6	5	11
GT-6693 to MT-0	3	4	7
GT-6694 to MT-0	2	2	4
GT-6695 to MT-0	0	4	4
GT-6696 to MT-0	5	5	10
GT-6697 to MT-0	0	3	3
GT-6698 to MT-0	2	6	8
GT-6699 to MT-0	6	10	16
GT-6700 to MT-0	11	14	25
GT-6701 to MT-0	0	1	1
GT-6702 to MT-0	1	5	6
GT-6703 to MT-0	4	10	14
GT-6704 to MT-0	11	9	20
GT-6705 to MT-0	1	3	4
GT-6707 to MT-0	1	4	5
GT-6708 to MT-0	2	3	5
GT-6709 to MT-0	0	2	2
GT-6710 to MT-0	1	3	4
GT-6711 to MT-0	1	2	3
GT-6712 to MT-0	2	0	2
GT-6713 to MT-0	5	12	17
GT-6714 to MT-0	1	8	9
GT-6715 to MT-0	2	4	6
GT-6716 to MT-0	1	9	10
GT-6717 to MT-0	3	9	12
GT-6718 to MT-0	0	1	1
GT-6719 to MT-0	4	6	10
GT-6720 to MT-0	2	7	9
GT-6721 to MT-0	0	4	4
GT-6722 to MT-0	0	3	3
GT-6723 to MT-0	4	4	8
GT-6724 to MT-0	7	1	8
GT-6725 to MT-0	1	1	2
GT-6726 to MT-0	2	0	2
GT-6727 to MT-0	4	4	8
GT-6728 to MT-0	2	5	7
GT-6729 to MT-0	3	7	10
GT-6732 to MT-0	3	10	13
GT-6733 to MT-0	1	6	7
GT-6734 to MT-0	2	8	10
GT-6735 to MT-0	2	8	10
GT-6736 to MT-0	2	4	6
GT-6737 to MT-0	2	7	9
GT-6738 to MT-0	1	6	7
GT-6739 to MT-0	4	7	11
GT-6740 to MT-0	5	4	9
GT-6741 to MT-0	2	4	6
GT-6743 to MT-0	6	12	18
GT-6744 to MT-0	0	3	3
GT-6745 to MT-0	5	8	13
GT-6746 to MT-0	2	1	3
GT-6747 to MT-0	0	1	1
GT-6748 to MT-0	4	2	6
GT-6749 to MT-0	0	2	2
GT-6750 to MT-0	2	2	4
GT-6751 to MT-0	1	6	7
GT-6752 to MT-0	4	6	10
GT-6753 to MT-0	3	6	9
GT-6754 to MT-0	1	3	4
GT-6755 to MT-0	2	12	14
GT-6756 to MT-0	3	6	9
GT-6757 to MT-0	4	6	10
GT-6758 to MT-0	5	8	13
GT-6759 to MT-0	1	3	4
GT-6760 to MT-0	1	3	4
GT-6761 to MT-0	0	3	3
GT-6762 to MT-0	2	9	11
GT-6763 to MT-0	1	3	4
GT-6764 to MT-0	4	16	20
GT-6765 to MT-0	1	3	4
GT-6766 to MT-0	2	3	5
GT-6767 to MT-0	3	6	9
GT-6768 to MT-0	3	3	6
GT-6769 to MT-0	1	4	5
GT-6770 to MT-0	2	0	2
GT-6771 to MT-0	1	4	5
GT-6772 to MT-0	2	4	6
GT-6773 to MT-0	7	11	18
GT-6774 to MT-0	2	6	8
GT-6775 to MT-0	1	1	2
GT-6776 to MT-0	11	6	17
GT-6777 to MT-0	0	3	3
GT-6778 to MT-0	2	3	5
GT-6779 to MT-0	5	2	7
GT-6780 to MT-0	0	1	1
GT-6781 to MT-0	0	2	2
GT-6782 to MT-0	0	3	3
GT-6783 to MT-0	8	10	18
GT-6784 to MT-0	2	4	6
GT-6785 to MT-0	4	7	11
GT-6786 to MT-0	1	5	6
GT-6787 to MT-0	5	3	8
GT-6788 to MT-0	1	3	4
GT-6789 to MT-0	4	1	5
GT-6790 to MT-0	5	1	6
GT-6791 to MT-0	2	13	15
GT-6792 to MT-0	1	7	8
GT-6793 to MT-0	0	2	2
GT-6794 to MT-0	2	8	10
GT-6795 to MT-0	0	1	1
GT-6796 to MT-0	5	1	6
GT-6798 to MT-0	1	5	6
GT-6799 to MT-0	4	2	6
GT-6800 to MT-0	5	1	6
GT-6802 to MT-0	2	2	4
GT-6803 to MT-0	1	5	6
GT-6804 to MT-0	10	4	14
GT-6805 to MT-0	0	3	3
GT-6806 to MT-0	5	7	12
GT-6807 to MT-0	2	9	11
GT-6808 to MT-0	5	8	13
GT-6809 to MT-0	4	5	9
GT-6810 to MT-0	0	1	1
GT-6811 to MT-0	2	5	7
GT-6812 to MT-0	1	6	7
GT-6813 to MT-0	4	15	19
GT-6814 to MT-0	0	3	3
GT-6815 to MT-0	2	5	7
GT-6816 to MT-0	4	8	12
GT-6817 to MT-0	2	10	12
GT-6818 to MT-0	2	1	3
GT-6819 to MT-0	9	4	13
GT-6820 to MT-0	4	1	5
GT-6821 to MT-0	2	9	11
GT-6822 to MT-0	6	8	14
GT-6823 to MT-0	2	3	5
GT-6824 to MT-0	2	1	3
GT-6825 to MT-0	2	5	7
GT-6826 to MT-0	0	3	3
GT-6827 to MT-0	4	13	17
GT-6828 to MT-0	2	0	2
GT-6829 to MT-0	3	3	6
GT-6830 to MT-0	1	5	6
GT-6831 to MT-0	1	7	8
GT-6832 to MT-0	9	3	12
GT-6833 to MT-0	1	3	4
GT-6834 to MT-0	9	5	14
GT-6835 to MT-0	3	5	8
GT-6836 to MT-0	1	9	10
GT-6837 to MT-0	0	1	1
GT-6838 to MT-0	1	5	6
GT-6839 to MT-0	2	8	10
GT-6840 to MT-0	5	11	16
GT-6841 to MT-0	6	23	29
GT-6842 to MT-0	3	3	6
GT-6843 to MT-0	1	3	4
GT-6844 to MT-0	4	8	12
GT-6845 to MT-0	7	8	15
GT-6846 to MT-0	2	5	7
GT-6847 to MT-0	1	5	6
GT-6848 to MT-0	1	2	3
GT-6849 to MT-0	2	8	10
GT-6850 to MT-0	1	2	3
GT-6851 to MT-0	3	7	10
GT-6852 to MT-0	1	5	6
GT-6853 to MT-0	1	5	6
GT-6854 to MT-0	1	5	6
GT-6855 to MT-0	0	3	3
GT-6856 to MT-0	4	2	6
GT-6857 to MT-0	7	11	18
GT-6858 to MT-0	4	3	7
GT-6859 to MT-0	0	0	0
GT-6860 to MT-0	2	4	6
GT-6862 to MT-0	1	1	2
GT-6863 to MT-0	7	3	10
GT-6864 to MT-0	3	1	4
GT-6865 to MT-0	0	5	5
GT-6866 to MT-0	1	2	3
GT-6867 to MT-0	1	3	4
GT-6868 to MT-0	1	2	3
GT-6869 to MT-0	6	6	12
GT-6870 to MT-0	1	4	5
GT-6871 to MT-0	1	3	4
GT-6872 to MT-0	1	5	6
GT-6873 to MT-0	8	19	27
GT-6874 to MT-0	1	5	6
GT-6875 to MT-0	5	13	18
GT-6876 to MT-0	6	11	17
GT-6877 to MT-0	1	4	5
GT-6878 to MT-0	4	5	9
GT-6879 to MT-0	0	3	3
GT-6880 to MT-0	4	5	9
GT-6881 to MT-0	1	5	6
GT-6882 to MT-0	8	12	20
GT-6883 to MT-0	1	7	8
GT-6884 to MT-0	0	3	3
GT-6885 to MT-0	0	2	2
GT-6886 to MT-0	2	5	7
GT-6887 to MT-0	0	2	2
GT-6888 to MT-0	1	3	4
GT-6889 to MT-0	0	4	4
GT-6890 to MT-0	2	6	8
GT-6892 to MT-0	1	2	3
GT-6893 to MT-0	0	1	1
GT-6894 to MT-0	3	1	4
GT-6895 to MT-0	2	5	7
GT-6896 to MT-0	2	3	5
GT-6897 to MT-0	2	8	10
GT-6899 to MT-0	3	13	16
GT-6900 to MT-0	0	2	2
GT-6901 to MT-0	6	5	11
GT-6902 to MT-0	7	17	24
GT-6903 to MT-0	2	7	9
GT-6904 to MT-0	0	3	3
GT-6905 to MT-0	0	3	3
GT-6906 to MT-0	4	8	12
GT-6907 to MT-0	0	0	0
GT-6908 to MT-0	6	9	15
GT-6909 to MT-0	5	6	11
GT-6911 to MT-0	2	0	2
GT-6912 to MT-0	2	5	7
GT-6913 to MT-0	1	2	3
GT-6914 to MT-0	0	2	2
GT-6915 to MT-0	7	1	8
GT-6917 to MT-0	1	4	5
GT-6918 to MT-0	1	1	2
GT-6919 to MT-0	4	6	10
GT-6920 to MT-0	5	5	10
GT-6921 to MT-0	1	5	6
GT-6922 to MT-0	1	6	7
GT-6923 to MT-0	2	2	4
GT-6924 to MT-0	10	4	14
GT-6925 to MT-0	0	3	3
GT-6926 to MT-0	1	3	4
GT-6927 to MT-0	2	6	8
GT-6928 to MT-0	1	6	7
GT-6929 to MT-0	0	4	4
GT-6930 to MT-0	0	0	0
GT-6931 to MT-0	1	4	5
GT-6932 to MT-0	1	3	4
GT-6933 to MT-0	3	1	4
GT-6934 to MT-0	4	15	19
GT-6935 to MT-0	2	2	4
GT-6936 to MT-0	0	3	3
GT-6937 to MT-0	2	9	11
GT-6938 to MT-0	7	14	21
GT-6939 to MT-0	1	5	6
GT-6940 to MT-0	1	4	5
GT-6941 to MT-0	1	4	5
GT-6942 to MT-0	1	4	5
GT-6943 to MT-0	4	5	9
GT-6944 to MT-0	6	2	8
GT-6945 to MT-0	1	5	6
GT-6946 to MT-0	1	5	6
GT-6947 to MT-0	0	0	0
GT-6948 to MT-0	0	2	2
GT-6949 to MT-0	1	7	8
GT-6950 to MT-0	0	0	0
GT-6951 to MT-0	2	9	11
GT-6952 to MT-0	0	2	2
GT-6953 to MT-0	2	7	9
GT-6954 to MT-0	6	9	15
GT-6955 to MT-0	1	3	4
GT-6956 to MT-0	0	1	1
GT-6957 to MT-0	0	3	3
GT-6958 to MT-0	4	4	8
GT-6959 to MT-0	1	1	2
GT-6960 to MT-0	0	4	4
GT-6961 to MT-0	6	4	10
GT-6962 to MT-0	0	2	2
GT-6963 to MT-0	4	2	6
GT-6965 to MT-0	3	11	14
GT-6966 to MT-0	1	2	3
GT-6967 to MT-0	2	1	3
GT-6968 to MT-0	4	9	13
GT-6969 to MT-0	2	11	13
GT-6970 to MT-0	3	8	11
GT-6971 to MT-0	1	6	7
GT-6972 to MT-0	2	5	7
GT-6973 to MT-0	7	5	12
GT-6974 to MT-0	0	1	1
GT-6975 to MT-0	3	5	8
GT-6976 to MT-0	4	7	11
GT-6977 to MT-0	10	5	15
GT-6978 to MT-0	0	2	2
GT-6979 to MT-0	2	7	9
GT-6980 to MT-0	8	7	15
GT-6981 to MT-0	1	4	5
GT-6982 to MT-0	3	4	7
GT-6983 to MT-0	3	2	5
GT-6984 to MT-0	1	5	6
GT-6985 to MT-0	2	6	8
GT-6986 to MT-0	3	14	17
GT-6987 to MT-0	3	5	8
GT-6988 to MT-0	0	3	3
GT-6989 to MT-0	0	2	2
GT-6990 to MT-0	1	7	8
GT-6991 to MT-0	8	14	22
GT-6992 to MT-0	0	5	5
GT-6993 to MT-0	4	0	4
GT-6994 to MT-0	1	4	5
GT-6995 to MT-0	0	0	0
GT-6996 to MT-0	3	3	6
GT-6997 to MT-0	1	6	7
GT-6998 to MT-0	0	4	4
GT-6999 to MT-0	1	5	6
GT-7000 to MT-0	0	2	2
GT-7001 to MT-0	2	2	4
GT-7002 to MT-0	5	9	14
GT-7003 to MT-0	3	9	12
GT-7004 to MT-0	0	5	5
GT-7005 to MT-0	2	6	8
GT-7006 to MT-0	0	2	2
GT-7007 to MT-0	0	4	4
GT-7008 to MT-0	0	3	3
GT-7009 to MT-0	1	8	9
GT-7010 to MT-0	5	5	10
GT-7011 to MT-0	4	7	11
GT-7012 to MT-0	4	4	8
GT-7013 to MT-0	0	0	0
GT-7014 to MT-0	0	2	2
GT-7015 to MT-0	1	5	6
GT-7016 to MT-0	0	1	1
GT-7017 to MT-0	2	1	3
GT-7018 to MT-0	3	4	7
GT-7019 to MT-0	0	2	2
GT-7020 to MT-0	3	5	8
GT-7021 to MT-0	2	3	5
GT-7022 to MT-0	2	1	3
GT-7023 to MT-0	1	5	6
GT-7024 to MT-0	7	5	12
GT-7025 to MT-0	3	7	10
GT-7026 to MT-0	2	5	7
GT-7027 to MT-0	2	2	4
GT-7028 to MT-0	6	11	17
GT-7029 to MT-0	2	3	5
GT-7030 to MT-0	1	6	7
GT-7031 to MT-0	2	4	6
GT-7032 to MT-0	5	5	10
GT-7033 to MT-0	1	2	3
GT-7034 to MT-0	6	3	9
GT-7035 to MT-0	15	9	24
GT-7036 to MT-0	0	0	0
GT-7037 to MT-0	2	3	5
GT-7038 to MT-0	2	9	11
GT-7039 to MT-0	1	7	8
GT-7040 to MT-0	0	1	1
GT-7041 to MT-0	2	8	10
GT-7042 to MT-0	0	2	2
GT-7043 to MT-0	0	5	5
GT-7044 to MT-0	3	2	5
GT-7045 to MT-0	1	10	11
GT-7046 to MT-0	3	10	13
GT-7047 to MT-0	5	4	9
GT-7048 to MT-0	2	5	7
GT-7049 to MT-0	1	3	4
GT-7050 to MT-0	1	5	6
GT-7051 to MT-0	1	4	5
GT-7052 to MT-0	0	1	1
GT-7053 to MT-0	0	3	3
GT-7054 to MT-0	2	4	6
GT-7055 to MT-0	7	4	11
GT-7056 to MT-0	7	19	26
GT-7057 to MT-0	1	7	8
GT-7058 to MT-0	4	16	20
GT-7059 to MT-0	11	6	17
GT-7060 to MT-0	8	2	10
GT-7061 to MT-0	9	12	21
GT-7062 to MT-0	1	7	8
GT-7063 to MT-0	5	2	7
GT-7064 to MT-0	0	2	2
GT-7065 to MT-0	13	13	26
GT-7066 to MT-0	2	8	10
GT-7067 to MT-0	1	6	7
GT-7069 to MT-0	9	5	14
GT-7070 to MT-0	0	1	1
GT-7071 to MT-0	0	0	0
GT-7072 to MT-0	2	6	8
GT-7073 to MT-0	0	1	1
GT-7074 to MT-0	1	3	4
GT-7075 to MT-0	0	3	3
GT-7076 to MT-0	9	5	14
GT-7077 to MT-0	3	4	7
GT-7078 to MT-0	2	3	5
GT-7079 to MT-0	5	6	11
GT-7080 to MT-0	3	6	9
GT-7081 to MT-0	1	3	4
GT-7082 to MT-0	1	4	5
GT-7083 to MT-0	1	4	5
GT-7084 to MT-0	2	5	7
GT-7085 to MT-0	1	1	2
GT-7086 to MT-0	2	5	7
GT-7087 to MT-0	1	2	3
GT-7088 to MT-0	0	3	3
GT-7089 to MT-0	3	5	8
GT-7090 to MT-0	9	6	15
GT-7091 to MT-0	2	5	7
GT-7092 to MT-0	1	5	6
GT-7093 to MT-0	6	6	12
GT-7094 to MT-0	6	5	11
GT-7095 to MT-0	1	7	8
GT-7096 to MT-0	1	5	6
GT-7097 to MT-0	4	12	16
GT-7098 to MT-0	5	5	10
GT-7099 to MT-0	5	1	6
GT-7100 to MT-0	2	0	2
GT-7101 to MT-0	1	11	12
GT-7102 to MT-0	5	9	14
GT-7103 to MT-0	2	8	10
GT-7104 to MT-0	1	7	8
GT-7105 to MT-0	1	1	2
GT-7106 to MT-0	18	16	34
GT-7107 to MT-0	6	14	20
GT-7108 to MT-0	4	6	10
GT-7109 to MT-0	3	9	12
GT-7110 to MT-0	0	3	3
GT-7111 to MT-0	2	10	12
GT-7112 to MT-0	6	4	10
GT-7113 to MT-0	1	6	7
GT-7114 to MT-0	1	5	6
GT-7115 to MT-0	2	4	6
GT-7116 to MT-0	1	4	5
GT-7117 to MT-0	6	10	16
GT-7118 to MT-0	9	5	14
GT-7120 to MT-0	0	4	4
GT-7121 to MT-0	5	11	16
GT-7122 to MT-0	2	7	9
GT-7123 to MT-0	8	21	29
GT-7124 to MT-0	0	3	3
GT-7125 to MT-0	1	0	1
GT-7126 to MT-0	0	3	3
GT-7127 to MT-0	9	16	25
GT-7128 to MT-0	1	4	5
GT-7129 to MT-0	2	7	9
GT-7130 to MT-0	1	1	2
GT-7131 to MT-0	5	9	14
GT-7132 to MT-0	9	14	23
GT-7133 to MT-0	5	9	14
GT-7134 to MT-0	4	13	17
GT-7136 to MT-0	1	9	10
GT-7137 to MT-0	0	3	3
GT-7138 to MT-0	1	2	3
GT-7139 to MT-0	2	5	7
GT-7140 to MT-0	1	4	5
GT-7141 to MT-0	0	1	1
GT-7142 to MT-0	5	3	8
GT-7143 to MT-0	1	6	7
GT-7144 to MT-0	2	5	7
GT-7145 to MT-0	3	2	5
GT-7146 to MT-0	2	9	11
GT-7147 to MT-0	6	15	21
GT-7148 to MT-0	0	1	1
GT-7149 to MT-0	5	7	12
GT-7150 to MT-0	0	4	4
GT-7151 to MT-0	12	9	21
GT-7152 to MT-0	1	2	3
GT-7153 to MT-0	2	7	9
GT-7154 to MT-0	3	8	11
GT-7155 to MT-0	1	0	1
GT-7157 to MT-0	0	1	1
GT-7158 to MT-0	1	6	7
GT-7159 to MT-0	1	10	11
GT-7160 to MT-0	1	2	3
GT-7161 to MT-0	1	1	2
GT-7162 to MT-0	1	5	6
GT-7163 to MT-0	6	1	7
GT-7164 to MT-0	1	3	4
GT-7165 to MT-0	1	3	4
GT-7166 to MT-0	5	6	11
GT-7167 to MT-0	1	7	8
GT-7168 to MT-0	1	4	5
GT-7169 to MT-0	1	4	5
GT-7170 to MT-0	2	2	4
GT-7171 to MT-0	4	12	16
GT-7172 to MT-0	0	3	3
GT-7174 to MT-0	4	4	8
GT-7175 to MT-0	1	4	5
GT-7176 to MT-0	1	4	5
GT-7177 to MT-0	1	6	7
GT-7178 to MT-0	1	5	6
GT-7179 to MT-0	0	3	3
GT-7180 to MT-0	3	4	7
GT-7181 to MT-0	1	2	3
GT-7182 to MT-0	2	2	4
GT-7183 to MT-0	0	1	1
GT-7184 to MT-0	2	6	8
GT-7185 to MT-0	4	11	15
GT-7186 to MT-0	2	8	10
GT-7187 to MT-0	0	4	4
GT-7188 to MT-0	4	10	14
GT-7189 to MT-0	1	4	5
GT-7190 to MT-0	0	3	3
GT-7191 to MT-0	0	1	1
GT-7192 to MT-0	3	2	5
GT-7193 to MT-0	1	4	5
GT-7194 to MT-0	1	6	7
GT-7195 to MT-0	0	2	2
GT-7196 to MT-0	0	3	3
GT-7197 to MT-0	3	7	10
GT-7198 to MT-0	4	4	8
GT-7199 to MT-0	2	6	8
GT-7200 to MT-0	2	4	6
GT-7202 to MT-0	4	11	15
GT-7203 to MT-0	0	3	3
GT-7204 to MT-0	1	7	8
GT-7206 to MT-0	9	9	18
GT-7207 to MT-0	1	7	8
GT-7208 to MT-0	1	3	4
GT-7209 to MT-0	2	6	8
GT-7210 to MT-0	2	3	5
GT-7211 to MT-0	0	3	3
GT-7212 to MT-0	4	13	17
GT-7213 to MT-0	0	3	3
GT-7214 to MT-0	0	0	0
GT-7215 to MT-0	5	11	16
GT-7216 to MT-0	4	7	11
GT-7217 to MT-0	2	6	8
GT-7218 to MT-0	3	4	7
GT-7219 to MT-0	0	2	2
GT-7220 to MT-0	8	11	19
GT-7221 to MT-0	1	8	9
GT-7222 to MT-0	0	3	3
GT-7223 to MT-0	2	4	6
GT-7224 to MT-0	2	5	7
GT-7226 to MT-0	1	2	3
GT-7227 to MT-0	3	3	6
GT-7228 to MT-0	4	9	13
GT-7229 to MT-0	2	5	7
GT-7230 to MT-0	2	6	8
GT-7231 to MT-0	5	6	11
GT-7232 to MT-0	7	4	11
GT-7233 to MT-0	3	2	5
GT-7234 to MT-0	2	4	6
GT-7235 to MT-0	1	4	5
GT-7236 to MT-0	12	9	21
GT-7237 to MT-0	10	15	25
GT-7238 to MT-0	2	7	9
GT-7239 to MT-0	1	5	6
GT-7240 to MT-0	5	15	20
GT-7241 to MT-0	0	3	3
GT-7242 to MT-0	4	10	14
GT-7243 to MT-0	1	1	2
GT-7244 to MT-0	7	5	12
GT-7245 to MT-0	4	5	9
GT-7246 to MT-0	8	6	14
GT-7247 to MT-0	2	1	3
GT-7248 to MT-0	1	6	7
GT-7249 to MT-0	2	7	9
GT-7251 to MT-0	1	6	7
GT-7252 to MT-0	5	6	11
GT-7253 to MT-0	2	1	3
GT-7254 to MT-0	2	6	8
GT-7255 to MT-0	3	6	9
GT-7256 to MT-0	0	1	1
GT-7257 to MT-0	4	2	6
GT-7258 to MT-0	2	5	7
GT-7259 to MT-0	3	8	11
GT-7260 to MT-0	3	4	7
GT-7261 to MT-0	3	4	7
GT-7262 to MT-0	3	7	10
GT-7263 to MT-0	1	6	7
GT-7264 to MT-0	5	11	16
GT-7265 to MT-0	2	13	15
GT-7266 to MT-0	5	4	9
GT-7267 to MT-0	1	3	4
GT-7268 to MT-0	0	1	1
GT-7269 to MT-0	2	8	10
GT-7270 to MT-0	3	8	11
GT-7271 to MT-0	1	6	7
GT-7272 to MT-0	4	2	6
GT-7273 to MT-0	5	15	20
GT-7274 to MT-0	10	18	28
GT-7275 to MT-0	6	2	8
GT-7276 to MT-0	1	6	7
GT-7277 to MT-0	1	6	7
GT-7278 to MT-0	4	10	14
GT-7279 to MT-0	1	4	5
GT-7280 to MT-0	1	7	8
GT-7281 to MT-0	0	2	2
GT-7282 to MT-0	0	5	5
GT-7283 to MT-0	3	4	7
GT-7284 to MT-0	3	5	8
GT-7285 to MT-0	2	5	7
GT-7286 to MT-0	1	9	10
GT-7287 to MT-0	9	14	23
GT-7289 to MT-0	4	6	10
GT-7290 to MT-0	4	9	13
GT-7291 to MT-0	5	2	7
GT-7292 to MT-0	4	9	13
GT-7293 to MT-0	7	8	15
GT-7294 to MT-0	3	2	5
GT-7295 to MT-0	1	6	7
GT-7296 to MT-0	0	3	3
GT-7297 to MT-0	4	11	15
GT-7298 to MT-0	0	1	1
GT-7300 to MT-0	2	4	6
GT-7301 to MT-0	2	8	10
GT-7302 to MT-0	1	4	5
GT-7303 to MT-0	1	4	5
GT-7304 to MT-0	0	3	3
GT-7305 to MT-0	4	11	15
GT-7306 to MT-0	2	4	6
GT-7307 to MT-0	2	2	4
GT-7308 to MT-0	1	6	7
GT-7309 to MT-0	3	9	12
GT-7310 to MT-0	0	3	3
GT-7311 to MT-0	0	3	3
GT-7312 to MT-0	5	10	15
GT-7313 to MT-0	0	1	1
GT-7314 to MT-0	2	7	9
GT-7315 to MT-0	2	6	8
GT-7316 to MT-0	2	3	5
GT-7317 to MT-0	1	1	2
GT-7318 to MT-0	2	4	6
GT-7319 to MT-0	0	2	2
GT-7320 to MT-0	6	10	16
GT-7321 to MT-0	10	10	20
GT-7322 to MT-0	2	4	6
GT-7323 to MT-0	0	4	4
GT-7324 to MT-0	1	4	5
GT-7325 to MT-0	3	7	10
GT-7326 to MT-0	1	3	4
GT-7327 to MT-0	0	1	1
GT-7328 to MT-0	0	3	3
GT-7329 to MT-0	0	1	1
GT-7330 to MT-0	5	9	14
GT-7331 to MT-0	1	6	7
GT-7332 to MT-0	5	4	9
GT-7333 to MT-0	2	1	3
GT-7334 to MT-0	3	4	7
GT-7335 to MT-0	2	6	8
GT-7336 to MT-0	3	8	11
GT-7337 to MT-0	4	6	10
GT-7338 to MT-0	1	10	11
GT-7339 to MT-0	5	6	11
GT-7340 to MT-0	3	6	9
GT-7341 to MT-0	2	0	2
GT-7342 to MT-0	8	12	20
GT-7343 to MT-0	1	3	4
GT-7344 to MT-0	6	18	24
GT-7345 to MT-0	4	12	16
GT-7346 to MT-0	0	1	1
GT-7347 to MT-0	10	12	22
GT-7348 to MT-0	4	8	12
GT-7349 to MT-0	1	4	5
GT-7350 to MT-0	7	6	13
GT-7351 to MT-0	1	0	1
GT-7353 to MT-0	2	6	8
GT-7354 to MT-0	3	12	15
GT-7355 to MT-0	3	1	4
GT-7357 to MT-0	0	0	0
